Riberia	Miguel	POR	22	4	56	58	67	76	76	50	56	70	62	73	52	66	63	63,46	Team Skoda
Stonom	Slat	SUE	33	8	65	50	60	57	65	65	61	78	64	57	61	64	66	62,54	Team Skoda
Turan	Rasep	TUR	19	8	60	63	60	69	52	73	61	52	55	55	60	60	58	59,85	Team Skoda
Van Plack	Jurgen	BEL	19	5	62	58	68	68	55	52	59	55	52	65	68	57	56	59,62	Team Skoda
Bower	George	GBR	24	8	75	68	54	64	78	72	63	62	56	57	65	51	74	64,54	V pour Venturi
Da Cunha	Manuel	BRE	27	4	81	80	59	80	71	57	70	61	77	55	66	67	63	68,23	V pour Venturi
Fatanen	Vigor	FIN	18	2	50	51	59	70	56	69	63	52	53	53	69	57	52	58,00	V pour Venturi
Fikicic	Nikola	SER	19	5	51	65	59	69	69	74	69	68	68	66	68	54	71	65,46	V pour Venturi
Hakkinen	Valterri	FIN	33	1	71	66	51	50	63	66	66	50	65	59	57	65	54	60,23	V pour Venturi
Hamalainen	Onni	FIN	32	6	65	54	77	79	70	50	58	56	64	73	63	78	52	64,54	V pour Venturi
Haninen	Valterri	FIN	22	4	66	69	72	57	75	75	66	75	77	65	64	59	59	67,62	V pour Venturi
Paulenko	Jacob	UKR	33	5	51	70	74	59	66	51	66	57	55	66	60	74	50	61,46	V pour Venturi
Steward	Culham	AUS	29	7	71	55	54	79	74	61	51	71	60	75	53	53	78	64,23	V pour Venturi
Van Bell	Andy	LUX	36	6	62	60	64	73	57	52	59	73	65	71	71	62	67	64,31	V pour Venturi
Wermardt	Thomas	ALL	25	4	59	62	66	73	53	68	68	65	65	64	72	56	60	63,92	V pour Venturi
Wilson	Liam	NZL	22	3	74	52	69	63	59	66	76	66	52	67	74	56	61	64,23	V pour Venturi
