Greinstad	Adolf	ALL	24	8	61	68	53	73	73	77	66	62	64	66	62	59	62	65,08	Team Sky
Kachanov	Yuri	KAZ	29	8	62	53	55	56	67	51	74	63	80	80	75	68	61	65,00	Team Sky
Harris	William	USA	20	6	70	58	65	64	69	58	74	77	60	59	59	53	77	64,85	Team Sky
Pakec	Jaroslav	CZE	28	4	78	77	71	65	73	54	75	53	54	76	58	56	53	64,85	Team Sky
Palastophos	Giorgios	GRE	22	8	59	59	68	56	61	74	57	52	59	66	67	75	56	62,23	Team Sky
Haninen	Valterri	FIN	26	4	67	72	76	57	76	78	66	77	79	67	65	63	60	69,46	V pour Venturi
Makekaren	Hamari	FIN	23	2	74	70	59	76	64	71	71	69	63	74	59	72	62	68,00	V pour Venturi
Belssom	Zion	SWD	22	2	64	53	67	53	70	55	69	72	66	65	75	76	74	66,08	V pour Venturi
Malarsson	Ignar	ISL	23	8	65	51	55	61	66	62	79	68	72	62	79	74	60	65,69	V pour Venturi
Vantaken	Yuri	FIN	24	5	65	56	56	65	72	53	71	77	63	57	62	71	75	64,85	V pour Venturi
Postom	Lars	SWD	26	6	66	80	55	63	67	50	69	63	67	66	72	70	54	64,77	V pour Venturi
Porteinsson	Benjamin	ISL	23	4	78	54	77	59	61	66	55	59	78	55	57	64	75	64,46	V pour Venturi
Kirvesniemi	Maunu	FIN	21	4	52	61	64	65	63	73	58	70	59	57	78	61	70	63,92	V pour Venturi
Aijala	Jarkko	FIN	22	8	71	74	65	63	52	55	63	61	59	54	75	54	77	63,31	V pour Venturi
Hamalainen	Onni	FIN	36	6	65	54	70	71	70	50	58	56	64	70	63	71	52	62,62	V pour Venturi
Fagerson	Hemuld	ISL	34	1	70	67	62	53	74	66	52	60	68	51	57	69	61	62,31	V pour Venturi
Fatanen	Vigor	FIN	22	2	58	51	59	74	62	73	67	56	57	57	76	61	56	62,08	V pour Venturi
